root_evidence_id,question_en,outcome_state,global_state_probability,global_present_rate,root_mi,root_mi_norm,p__Spontaneous pneumothorax,p__Cluster headache,p__Boerhaave,p__Spontaneous rib fracture,p__GERD,p__HIV (initial infection),p__Anemia,p__Viral pharyngitis,p__Inguinal hernia,p__Myasthenia gravis,p__Whooping cough,p__Anaphylaxis,p__Epiglottitis,p__Guillain-Barré syndrome,p__Acute laryngitis,p__Croup,p__PSVT,p__Atrial fibrillation,p__Bronchiectasis,p__Allergic sinusitis,p__Chagas,p__Scombroid food poisoning,p__Myocarditis,p__Larygospasm,p__Acute dystonic reactions,p__Localized edema,p__SLE,p__Tuberculosis,p__Unstable angina,p__Stable angina,p__Ebola,p__Acute otitis media,p__Panic attack,p__Bronchospasm / acute asthma exacerbation,p__Bronchitis,p__Acute COPD exacerbation / infection,p__Pulmonary embolism,p__URTI,p__Influenza,p__Pneumonia,p__Acute rhinosinusitis,p__Chronic rhinosinusitis,p__Bronchiolitis,p__Pulmonary neoplasm,p__Possible NSTEMI / STEMI,p__Sarcoidosis,p__Pancreatic neoplasm,p__Acute pulmonary edema,p__Pericarditis
E_91,Do you have a fever (either felt or measured with a thermometer)?,__ABSENT__,0.8031,0.19689999999999996,0.29189325374769565,0.10348308362688557,0.9949494949494949,0.9975,0.9956140350877193,0.9920634920634921,0.9979381443298969,0.18323586744639375,0.9989484752891693,0.5059144676979072,0.997275204359673,0.9976958525345622,0.9937888198757764,0.9980276134122288,0.3161290322580645,0.998046875,0.4890829694323144,0.34177215189873417,0.9972826086956522,0.9976076555023924,0.9973118279569892,0.9987261146496815,0.3939393939393939,0.9969040247678018,0.9947368421052631,0.9974293059125964,0.9981751824817519,0.9981981981981982,0.9957446808510638,0.40285714285714286,0.9977578475336323,0.996996996996997,0.6,0.4493927125506073,0.9978401727861771,0.9976744186046511,0.4397463002114165,0.997134670487106,0.9980392156862745,0.3394039735099338,0.1927710843373494,0.3264033264033264,0.6452830188679245,0.9975124378109452,0.25,0.99644128113879,0.9972972972972973,0.9974874371859297,0.9970760233918129,0.9971910112359551,0.997624703087886
E_91,Do you have a fever (either felt or measured with a thermometer)?,__PRESENT__,0.1969,0.19689999999999996,0.29189325374769565,0.10348308362688557,0.005050505050505051,0.0025,0.0043859649122807015,0.007936507936507936,0.002061855670103093,0.8167641325536062,0.0010515247108307045,0.4940855323020928,0.0027247956403269754,0.002304147465437788,0.006211180124223602,0.0019723865877712033,0.6838709677419355,0.001953125,0.5109170305676856,0.6582278481012658,0.002717391304347826,0.0023923444976076554,0.002688172043010753,0.0012738853503184713,0.6060606060606061,0.0030959752321981426,0.005263157894736842,0.002570694087403599,0.0018248175182481751,0.0018018018018018018,0.00425531914893617,0.5971428571428572,0.002242152466367713,0.003003003003003003,0.4,0.5506072874493927,0.0021598272138228943,0.002325581395348837,0.5602536997885835,0.0028653295128939827,0.00196078431372549,0.6605960264900662,0.8072289156626506,0.6735966735966736,0.35471698113207545,0.0024875621890547263,0.75,0.0035587188612099642,0.002702702702702703,0.002512562814070352,0.0029239766081871343,0.0028089887640449437,0.0023752969121140144
E_55,Do you feel pain somewhere?,__ABSENT__,0.25695,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.0002925687536571094,0.1242467718794835,0.049813200498132,0.0002810567734682406,0.0002975304968759298,0.14341846758349705,0.00028498147620404675,0.024920127795527155,0.0002924831822170225,0.12020755260882099,0.1083844580777096,0.20437956204379562,0.0003077870113881194,0.0954356846473029,0.000308546744831842,0.1127906976744186,0.15198666296193386,0.00027731558513588466,0.00030432136335970786,0.10261687738900323,0.00028595939376608524,0.0002955082742316785,0.0045662100456621,0.00028208744710860365,0.0002845759817871372,0.12324044814708417,0.00028376844494892167,0.10235294117647059,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0009819967266775777,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169,0.0002,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.001462843768285547,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_87,0.00065,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.004095962551199532,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_87|V_88,0.00065,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.004095962551199532,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_87|V_99,0.0004,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.0026331187829139848,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_88,0.0003,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.002047981275599766,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_88|V_99,0.0007,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.004388531304856641,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
E_55,Do you feel pain somewhere?,V_100|V_168|V_169|V_99,0.0002,0.74305,2.820685695839275,1.0,0.0003077870113881194,0.0002897710808461316,0.0003049710277523635,0.0003147623544224111,0.0002828054298642534,0.0002805836139169473,0.0002498750624687656,0.00024096385542168674,0.001462843768285547,0.00028694404591104734,0.00031133250311332503,0.0002810567734682406,0.0002975304968759298,0.000280662363177098,0.00028498147620404675,0.0003194888178913738,0.0002924831822170225,0.0002882675122513693,0.00029214139643587495,0.00026068821689259646,0.0003077870113881194,0.0002963841138114997,0.000308546744831842,0.00029069767441860465,0.0002778549597110308,0.00027731558513588466,0.00030432136335970786,0.00029403116730373417,0.00028595939376608524,0.0002955082742316785,0.00032615786040443573,0.00028208744710860365,0.0002845759817871372,0.0002872737719046251,0.00028376844494892167,0.0002941176470588235,0.0002808199943836001,0.00023479690068091102,0.0002817695125387433,0.00028312570781426955,0.00030156815440289503,0.0002896032435563278,0.0003273322422258593,0.00030012004801920766,0.00029231218941829873,0.00028993911278631486,0.0002947244326554671,0.000293513354857646,0.0002880184331797235
